loan_id,borrower_name,loan_amount,days_overdue,past_defaults,income_band,payment_consistency,city,recovery_probability,risk_flag,days_overdue_bucket
LN1924,Laura Smith,458166,15,0,Low,0.34,Robertsonfort,33,Low Priority,0-15
LN1925,Deborah Gordon,83014,90,0,Low,0.33,Erichaven,2,Low Priority,45+
LN1926,John Fry,66121,45,0,Mid,0.78,Jamesside,51,Medium,31-45
LN1927,Shane Benson,382355,5,1,High,0.87,South Andreton,68,High Priority,0-15
LN1928,Jesus Johnson DDS,21466,0,2,Low,0.94,East Danielport,45,Medium,0-15
LN1929,Jodi Glover,473955,0,1,Mid,0.55,South Kevintown,46,Medium,0-15
LN1930,Bobby Howard,382100,15,1,High,0.98,New Alexis,69,High Priority,0-15
LN1931,Jeffrey Miller,339868,30,0,Mid,0.58,Krystalland,47,Medium,16-30
LN1932,Jennifer Mason,141136,30,0,Low,0.69,Wardfort,44,Medium,16-30
LN1933,William Mitchell,440268,0,0,High,0.56,Danielberg,66,High Priority,0-15
LN1934,Deborah Martinez,127573,15,0,Low,0.34,Woodsland,33,Low Priority,0-15
LN1935,Edward Alvarez,171899,120,0,Low,0.58,Rachaelview,3,Low Priority,45+
LN1936,Brandy Powers,165486,15,3,Low,0.73,Marymouth,16,Low Priority,0-15
LN1937,Crystal Reyes,428756,5,1,Low,0.87,Owenfort,52,Medium,0-15
LN1938,Steven Miller,338953,30,0,Low,0.43,Adamsborough,32,Low Priority,16-30
LN1939,Ryan Ray,103384,30,0,Mid,0.54,Arroyoborough,45,Medium,16-30
LN1940,Troy Fuller,288011,5,0,Mid,0.45,New Ann,50,Medium,0-15
LN1941,Jay French,422137,0,0,Low,0.37,Lake Tyler,40,Medium,0-15
LN1942,Danielle Moore,117799,5,1,Mid,0.36,Stevenfurt,34,Low Priority,0-15
LN1943,Jennifer Bell,254778,15,0,Low,0.92,South Maria,62,High Priority,0-15
LN1944,Cynthia Obrien,31618,0,0,Mid,0.36,Jakeport,48,Medium,0-15
LN1945,Sean Schmidt,156109,45,0,High,0.36,South Ebonyfort,38,Medium,31-45
LN1946,Tyler Clark,158442,45,2,Low,0.51,East Michelleville,6,Low Priority,31-45
LN1947,Adrian Jones,48926,90,0,High,0.98,Powersmouth,51,Medium,45+
LN1948,Lori Ballard,146700,5,1,High,0.63,Josephberg,56,Medium,0-15
LN1949,David Arnold,228785,15,2,Mid,0.64,New John,32,Low Priority,0-15
LN1950,Lori Harrison,469764,45,1,Low,0.91,Hayleyberg,38,Medium,31-45
LN1951,David Pierce,405867,45,0,Low,0.61,New Annmouth,34,Low Priority,31-45
LN1952,Andrew Chandler,173267,0,0,Low,0.43,Hallhaven,44,Medium,0-15
LN1953,Stephen Moss,462065,5,0,Mid,0.33,East Caroline,44,Medium,0-15
LN1954,Laurie Hartman,247705,5,0,Low,0.65,Josephberg,52,Medium,0-15
LN1955,Sara Smith,168929,45,1,Mid,0.72,East Christinaborough,36,Medium,31-45
LN1956,John White,357462,0,2,Low,0.59,Johnhaven,28,Low Priority,0-15
LN1957,Mariah Harris,229074,30,0,Low,0.34,Osbornehaven,27,Low Priority,16-30
LN1958,Elizabeth Hanson,497910,45,0,High,0.68,Seanview,54,Medium,31-45
LN1959,Taylor Malone,143769,0,0,Low,0.43,Lunaburgh,44,Medium,0-15
LN1960,Brandon Davidson,120699,0,0,Low,0.9,Michaelland,67,High Priority,0-15
LN1961,Patricia Foster,117628,15,0,High,0.4,West Kimland,52,Medium,0-15
LN1962,Andrea Farrell,370083,0,0,Mid,0.66,West Kristen,63,High Priority,0-15
LN1963,Kevin Bird DVM,342754,60,0,High,0.33,Port Taraland,30,Low Priority,45+
LN1964,Ryan Evans,480814,45,1,High,0.67,Wilsonport,42,Medium,31-45
LN1965,Elizabeth Montes DVM,111563,0,2,High,0.51,Walkerborough,40,Medium,0-15
LN1966,Daniel Stone,187896,90,3,Mid,0.83,Coleborough,0,Low Priority,45+
LN1967,Jane Waller,89453,0,0,High,0.78,Lindsaymouth,77,High Priority,0-15
LN1968,Anthony Waters,46026,0,2,Low,0.5,Lake Annetteville,23,Low Priority,0-15
LN1969,Robert Olsen,133978,0,1,Mid,0.59,East Joshuabury,48,Medium,0-15
LN1970,Kyle Porter,106126,5,1,Mid,0.32,Lake Kelly,32,Low Priority,0-15
LN1971,Laura Benitez,82712,0,3,Mid,0.81,North Geoffrey,34,Low Priority,0-15
LN1972,Laura Jacobs,261071,0,0,Low,0.34,Lake Stephen,39,Medium,0-15
LN1973,James Stewart,438641,45,1,Mid,0.63,Bakerfurt,32,Low Priority,31-45
LN1974,Steve Reid,324958,45,0,Mid,0.75,Williamview,50,Medium,31-45
LN1975,Mrs. Tara Hubbard DDS,41650,120,0,High,0.88,Rossville,34,Low Priority,45+
LN1976,Lori Watson,226251,15,1,Mid,0.73,North Christyberg,48,Medium,0-15
LN1977,Kenneth Lopez,338903,45,0,Mid,0.59,Port Nancyport,42,Medium,31-45
LN1978,Alex Stone,234304,45,1,High,0.34,Paulafurt,25,Low Priority,31-45
LN1979,Megan Marquez,165817,60,1,Mid,0.77,Clarkland,32,Low Priority,45+
LN1980,Jacqueline Williams,363677,15,3,Low,0.77,Jacksonland,18,Low Priority,0-15
LN1981,Vanessa Vaughan,40923,120,0,Mid,0.7,Jenniferstad,17,Low Priority,45+
LN1982,Stephanie Trujillo,416057,60,3,Low,0.55,New Richardville,0,Low Priority,45+
LN1983,Nicholas Yoder,147039,30,1,Mid,0.96,Port Eric,54,Medium,16-30
LN1984,Erin Hall,23729,15,0,Mid,0.69,Gardnerfurt,58,Medium,0-15
LN1985,Patricia Sheppard,434508,0,0,High,0.48,Mullinsville,62,High Priority,0-15
LN1986,Peter Collins,41638,45,0,Low,0.79,West Craig,44,Medium,31-45
LN1987,Chad Nash,54924,5,0,Mid,0.39,Petershire,48,Medium,0-15
LN1988,Adam Sanders,490192,0,0,Mid,0.72,Millsview,66,High Priority,0-15
LN1989,Hector Powell,174536,0,0,Mid,0.94,Francestown,77,High Priority,0-15
LN1990,Erica Hill,125468,30,0,Mid,0.96,Kristinamouth,66,High Priority,16-30
LN1991,Laurie Brady,418838,15,0,Low,0.8,Webbport,56,Medium,0-15
LN1992,Emily Garcia,341395,5,0,High,0.44,Lake Roger,58,Medium,0-15
LN1993,Terry Henderson,464844,15,0,Mid,0.52,Reidland,50,Medium,0-15
LN1994,Edward Harris,85756,45,0,Mid,0.94,Alyssaville,59,Medium,31-45
LN1995,Ronald Mueller,455840,5,0,Low,0.85,East Grace,62,High Priority,0-15
LN1996,David Stephenson,402353,5,0,Mid,0.6,Joelbury,58,Medium,0-15
LN1997,Jeremy Howard,296319,45,0,Mid,0.84,South Nancymouth,54,Medium,31-45
LN1998,Wendy Weaver,259608,0,0,Mid,0.87,New Joshuaville,74,High Priority,0-15
LN1999,Craig Gomez,312878,5,2,Low,0.51,Owenton,22,Low Priority,0-15
LN2000,Corey Gonzalez,47856,0,0,High,0.62,Curtisshire,69,High Priority,0-15
LN2001,Jessica Underwood,86323,45,2,High,0.31,North Kimberlyport,12,Low Priority,31-45
LN2002,Larry Benjamin,355468,30,0,High,0.33,Ashleyberg,42,Medium,16-30
LN2003,Amanda Hurst,27533,0,0,Low,0.93,Adamview,68,High Priority,0-15
LN2004,Jacqueline Mendez,371529,60,0,Mid,0.47,East Vanessa,30,Low Priority,45+
LN2005,Gregory Harris,474647,0,0,Mid,0.95,Lake Cameron,78,High Priority,0-15
LN2006,Steven Simpson,62598,90,1,High,0.51,Lake Jennifer,16,Low Priority,45+
LN2007,William Romero,151250,60,0,Low,0.53,Haleyhaven,24,Low Priority,45+
LN2008,Matthew Bauer,117462,0,1,Mid,0.7,West Carloshaven,53,Medium,0-15
LN2009,Alejandro Ray,152201,30,0,Low,0.44,Kimport,32,Low Priority,16-30
LN2010,Edward Harvey,166259,30,0,Mid,0.49,Ashleyland,42,Medium,16-30
LN2011,Crystal Mcneil,119694,60,1,High,0.86,Guzmanmouth,45,Medium,45+
LN2012,John Martinez,21515,60,1,Low,0.97,Rogersshire,34,Low Priority,45+
LN2013,James Williams,404518,0,1,High,0.49,Alexandriastad,50,Medium,0-15
LN2014,David King,74962,0,0,High,0.91,Osbornstad,84,High Priority,0-15
LN2015,Elizabeth Brooks,441566,60,2,Mid,0.49,Michaelberg,6,Low Priority,45+
LN2016,Michael Gonzalez,344101,30,2,Mid,0.53,Clarkmouth,20,Low Priority,16-30
LN2017,Roger Brown,410992,30,0,Low,0.51,Anitaborough,36,Medium,16-30
LN2018,Melanie Reyes,389947,45,2,Low,0.97,Christopherland,28,Low Priority,31-45
LN2019,Jorge King,394804,30,0,High,0.91,North Kirkhaven,72,High Priority,16-30
LN2020,Lori Miller,72335,5,2,Low,0.79,Francismouth,36,Medium,0-15
LN2021,Richard Beck,167646,0,1,Mid,0.75,North Timothyview,56,Medium,0-15
LN2022,Abigail Edwards,91916,0,1,Mid,0.89,Port Stephen,62,High Priority,0-15
LN2023,Danielle Santiago,433867,0,1,Mid,0.75,West Jodiborough,56,Medium,0-15
LN2024,Henry Martin,276574,30,0,Mid,0.62,Gilbertberg,49,Medium,16-30
LN2025,Kenneth Jones,431012,120,2,High,0.58,Paigechester,0,Low Priority,45+
LN2026,Matthew Bowman,191277,30,1,Low,0.92,East Victor,44,Medium,16-30
LN2027,Michael Dyer,148023,0,1,Low,0.53,New Connor,36,Medium,0-15
LN2028,Christopher Ross,297530,30,1,Low,0.47,South Spencerbury,22,Low Priority,16-30
LN2029,Rebecca Rhodes,198734,60,0,High,0.71,Christopherside,50,Medium,45+
LN2030,Samantha Sherman,428797,60,0,Low,0.48,Amandaside,22,Low Priority,45+
LN2031,Marie Thompson,440173,5,0,Mid,0.92,North Kathryn,74,High Priority,0-15
LN2032,Kathryn Livingston MD,138686,0,0,Low,0.58,North Isaac,51,Medium,0-15
LN2033,Linda Olson,51105,0,1,Mid,0.59,Georgeton,48,Medium,0-15
LN2034,Catherine French,333940,5,1,High,0.9,Lake Lorimouth,69,High Priority,0-15
LN2035,Robert Jones,383647,5,0,Low,0.83,Marquezside,62,High Priority,0-15
LN2036,Peter Aguirre,266356,30,1,Low,0.89,North Jeffreyburgh,42,Medium,16-30
LN2037,Ashley Scott,371300,60,0,Low,0.44,Rachelville,20,Low Priority,45+
LN2038,Robert King,86985,0,0,High,0.89,New Christinemouth,82,High Priority,0-15
LN2039,Stanley Haas,469813,45,1,Mid,0.91,East Lauren,46,Medium,31-45
LN2040,Erica Lewis,46950,60,0,Low,0.66,South Stephanie,31,Low Priority,45+
LN2041,Tina Collins,350833,0,1,Mid,0.46,South Lisa,41,Medium,0-15
LN2042,William Sullivan,498646,0,3,Low,0.34,West Christophermouth,3,Low Priority,0-15
LN2043,Linda Phillips,260489,0,1,Low,0.62,Jennifermouth,41,Medium,0-15
LN2044,Brandy Brown,353936,5,1,Mid,0.9,Randallside,61,High Priority,0-15
LN2045,Molly Stanley,315830,30,0,Mid,0.33,Soniamouth,34,Low Priority,16-30
LN2046,Dana Rodriguez,382566,15,3,Mid,0.47,Scottview,12,Low Priority,0-15
LN2047,Samantha Chen,298720,60,0,High,0.49,Sarahland,38,Medium,45+
LN2048,Thomas Brooks,124186,5,3,Low,0.31,East Lance,0,Low Priority,0-15
LN2049,Roger Davis,374835,45,0,Low,0.47,West Nicoleburgh,28,Low Priority,31-45
LN2050,Manuel Woodard,221239,15,0,Mid,0.34,New Hannah,41,Medium,0-15
LN2051,Harold Bennett,224603,5,0,High,0.93,Josephmouth,82,High Priority,0-15
LN2052,Shawn Sanders,179132,30,0,High,0.54,New Latoya,53,Medium,16-30
LN2053,Joanne Martin,178097,0,0,Low,0.42,South Andrew,43,Medium,0-15
LN2054,Diana Ramirez,365197,60,1,Low,0.53,Leemouth,12,Low Priority,45+
LN2055,Kendra Rogers,46081,60,0,High,0.68,Tylerview,48,Medium,45+
LN2056,Scott Wright,439748,0,0,Mid,0.4,Terrifurt,50,Medium,0-15
LN2057,Jasmine Boone,52634,60,0,Mid,0.84,New Andre,48,Medium,45+
LN2058,William Lyons,462953,15,0,High,0.99,Lake Tom,82,High Priority,0-15
LN2059,Brooke Sanders,411860,0,0,Low,0.58,Jonesburgh,51,Medium,0-15
LN2060,Laura Doyle,98863,0,1,Low,0.52,Hartborough,36,Medium,0-15
LN2061,Jacob Stanley,231428,45,1,Mid,0.76,North Joseph,38,Medium,31-45
LN2062,Nicole Woods,270606,15,0,Low,0.59,Nicolestad,46,Medium,0-15
LN2063,Justin Robinson,90934,90,0,Low,0.98,Jasmineborough,35,Medium,45+
LN2064,Paula Fuentes,404096,0,0,Low,0.96,Nelsonside,70,High Priority,0-15
LN2065,Joel Morris,388444,15,1,Mid,0.73,Dayland,48,Medium,0-15
LN2066,John Smith,367855,45,0,Mid,0.43,Trevorland,34,Low Priority,31-45
LN2067,Mrs. Tracey Smith DVM,127041,15,0,Mid,0.88,South Brianfurt,68,High Priority,0-15
LN2068,Tiffany Miller,141118,45,0,Low,0.52,North Cheryl,30,Low Priority,31-45
LN2069,Cassandra Lozano,128255,60,1,High,0.78,North Sarahton,41,Medium,45+
LN2070,Robert Schneider,262580,5,0,Low,0.47,Davidhaven,44,Medium,0-15
LN2071,Michelle Santiago,419017,15,2,Mid,0.67,Meganfurt,34,Low Priority,0-15
LN2072,Lisa Johnson,163933,45,0,Mid,0.86,Herringburgh,55,Medium,31-45
LN2073,Miranda Quinn,470689,5,0,Mid,0.44,South Albertfurt,50,Medium,0-15
LN2074,Mr. Eric Wilson,75739,0,1,Low,0.34,South Williammouth,27,Low Priority,0-15
LN2075,Edward Trujillo,327300,5,0,Low,0.68,Johnsonstad,54,Medium,0-15
LN2076,James King,130957,0,0,High,0.3,Goldenmouth,53,Medium,0-15
LN2077,Sean Villarreal,430488,0,1,Low,0.38,Port Arthur,29,Low Priority,0-15
LN2078,Taylor Cruz,436561,90,0,Mid,0.68,North Melanie,28,Low Priority,45+
LN2079,Brian Zavala,360662,0,0,High,0.81,Greenmouth,78,High Priority,0-15
LN2080,Juan Hernandez,326899,60,0,Low,0.83,Haneymouth,40,Medium,45+
LN2081,Joy Hughes,356606,0,0,Mid,0.71,West Chrisland,66,High Priority,0-15
LN2082,Debra Bennett,314507,0,0,Mid,0.46,Jonathanville,53,Medium,0-15
LN2083,Laura Shelton,57394,0,0,Mid,0.48,Matthewbury,54,Medium,0-15
LN2084,Scott Lynch,429008,5,0,Low,0.94,Lake Daniel,67,High Priority,0-15
LN2085,Cody Gonzales,483120,0,0,Low,0.81,Bridgesmouth,62,High Priority,0-15
LN2086,Albert Sims,174672,45,0,Mid,0.96,Stacyport,60,High Priority,31-45
LN2087,Jorge Reyes,197926,5,0,Low,0.82,Amberside,61,High Priority,0-15
LN2088,Jason Palmer,160416,0,0,Mid,0.62,Brownmouth,61,High Priority,0-15
LN2089,Kim Conrad,285372,15,1,Mid,0.76,Wendyview,50,Medium,0-15
LN2090,Michelle Thomas,62317,15,0,Low,0.82,Mitchellburgh,57,Medium,0-15
LN2091,Meghan Ortiz,266060,5,0,Mid,0.58,Jessicaville,57,Medium,0-15
LN2092,Allison Smith,462765,45,0,High,0.67,New Diana,54,Medium,31-45
LN2093,Andrea Collins,40045,0,0,Low,0.44,Fisherburgh,44,Medium,0-15
LN2094,David Taylor,401923,0,0,Low,0.53,New Jessicamouth,48,Medium,0-15
LN2095,Aaron Navarro,494365,0,1,High,0.96,Jacobsonbury,74,High Priority,0-15
LN2096,Andrew Mcguire,246486,30,1,High,0.7,Lake Tonyberg,49,Medium,16-30
LN2097,Alicia Harrison,399553,90,0,Mid,0.42,Toddland,15,Low Priority,45+
LN2098,April Washington,23089,5,1,Mid,0.58,North Josephside,45,Medium,0-15
LN2099,Christine Miller,221798,15,0,Low,0.9,South Margaretmouth,61,High Priority,0-15
LN2100,Jennifer Lutz,173956,45,1,Low,0.6,North John,22,Low Priority,31-45
LN2101,Amy Brown,425881,30,1,Low,0.4,North Paula,18,Low Priority,16-30
LN2102,Jason Little,435685,0,0,Low,0.69,New Alexander,56,Medium,0-15
LN2103,Joseph Rose,126311,60,1,Low,0.49,Wardburgh,10,Low Priority,45+
LN2104,John Payne,129321,90,0,Low,0.34,North John,3,Low Priority,45+
LN2105,Victoria Hickman,65689,0,1,High,0.64,North Raymondside,58,Medium,0-15
LN2106,Emily Caldwell,274822,30,0,Low,0.73,Jamesstad,46,Medium,16-30
LN2107,Cynthia Leon,416419,15,0,Low,0.8,Stevenmouth,56,Medium,0-15
LN2108,Jerry Johnson,315685,0,1,Mid,0.72,New Lisa,54,Medium,0-15
LN2109,Tommy Charles,190824,5,0,Low,0.81,Ryanville,60,High Priority,0-15
LN2110,Monica Johnson,180212,45,0,Low,0.61,New Cindy,34,Low Priority,31-45
LN2111,Monica Phillips,468013,60,1,High,0.4,Lake Jefferyland,22,Low Priority,45+
LN2112,Paula Griffin,94205,90,2,Mid,0.53,Sullivanberg,0,Low Priority,45+
LN2113,Jonathan Manning,328645,45,2,Low,0.9,Kevinchester,25,Low Priority,31-45
LN2114,Brady Moore,193501,0,0,Mid,0.64,Gonzalesland,62,High Priority,0-15
LN2115,Margaret Beard,345897,30,0,Low,0.5,North Karen,35,Medium,16-30
LN2116,Heather Davenport,259654,15,0,Low,0.37,West Gary,34,Low Priority,0-15
LN2117,Thomas Hall,321407,45,0,Low,0.88,Davidview,48,Medium,31-45
LN2118,Nathaniel Eaton,296393,0,0,Low,0.33,Port Garyton,38,Medium,0-15
LN2119,Jean Andrews,61139,5,0,Mid,0.68,Tinafurt,62,High Priority,0-15
LN2120,Matthew Rodriguez,245568,45,0,Mid,0.33,Alexismouth,28,Low Priority,31-45
LN2121,Ronald Turner,466242,60,0,Mid,0.55,North Kimberly,34,Low Priority,45+
LN2122,Stephanie Anderson,157799,0,0,Low,0.84,Huntmouth,64,High Priority,0-15
LN2123,Donna Torres,396970,60,0,Mid,0.5,Jonesfort,31,Low Priority,45+
LN2124,Crystal Carter,232803,45,1,Low,0.44,Nicholasside,14,Low Priority,31-45
LN2125,Karen Fisher,328474,0,0,High,0.34,East Davidshire,55,Medium,0-15
LN2126,Teresa Walters,185767,0,0,Low,0.34,Marystad,39,Medium,0-15
LN2127,Spencer Mcclure,45938,5,2,Mid,0.66,New Andrewton,37,Medium,0-15
LN2128,Michelle Stephens,416875,60,1,Mid,0.9,Hernandezmouth,39,Medium,45+
LN2129,Danny Jarvis,424427,0,1,High,0.7,Tannerbury,61,High Priority,0-15
LN2130,George Duncan,91695,0,1,High,0.41,Jaredshire,46,Medium,0-15
LN2131,Sherry White DDS,488364,30,2,Mid,0.39,New Reneeburgh,14,Low Priority,16-30
LN2132,Courtney Fuentes,20654,0,2,Mid,0.77,Cooperborough,44,Medium,0-15
LN2133,Ryan Boyd,290590,30,0,Low,0.45,Lake Mark,32,Low Priority,16-30
LN2134,Marie Jackson,212537,90,3,Mid,0.48,North Gloriaberg,0,Low Priority,45+
LN2135,Jennifer Blake,365072,120,0,Low,0.44,Lake Tommy,0,Low Priority,45+
LN2136,Madison Petersen,98012,120,1,High,0.52,Monroemouth,4,Low Priority,45+
LN2137,Randy Fernandez,493387,5,1,High,0.36,Judithhaven,42,Medium,0-15
LN2138,Jonathan Harper,161835,5,1,Mid,0.38,New Johnburgh,35,Medium,0-15
LN2139,Kelly Wong,178177,90,1,High,0.77,Lake Jessica,28,Low Priority,45+
LN2140,Kimberly Phelps,22637,0,0,Mid,0.45,Diazburgh,52,Medium,0-15
LN2141,Lee Richards,133768,45,2,Low,0.86,Curryhaven,23,Low Priority,31-45
LN2142,Stacy Parker,108741,5,0,Low,0.44,Port Samuelberg,42,Medium,0-15
LN2143,Jerry Aguirre,389653,120,1,Mid,0.98,Davidborough,19,Low Priority,45+
LN2144,Daryl Smith,39403,0,1,Mid,0.9,South Tracyhaven,63,High Priority,0-15
LN2145,Sean Hicks,125386,90,0,Low,0.83,Smithshire,28,Low Priority,45+
LN2146,Laura Brown MD,356643,15,0,Low,0.5,Jameston,41,Medium,0-15
LN2147,Charles Clarke,485483,0,0,Low,0.76,Natalieberg,60,High Priority,0-15
LN2148,Maria Reyes,339248,5,0,Mid,0.92,North Davidfurt,74,High Priority,0-15
LN2149,Vincent Perkins,60870,0,0,Mid,0.35,Deanbury,48,Medium,0-15
LN2150,Whitney Mccoy,394842,5,0,Low,0.78,Smithstad,59,Medium,0-15
LN2151,Jessica Davis,397078,45,0,Mid,0.52,West Adamstad,38,Medium,31-45
LN2152,Amy Hickman,386378,15,2,Mid,0.71,North Stevenburgh,36,Medium,0-15
LN2153,Bradley Garrett,342926,30,0,High,0.51,Prattfort,52,Medium,16-30
LN2154,Anthony Lee,154563,45,1,High,1.0,West Shelleymouth,58,Medium,31-45
LN2155,Michael Ballard,451739,0,0,Mid,0.91,East William,76,High Priority,0-15
LN2156,Emma Chapman,84926,0,0,Low,0.88,Daymouth,66,High Priority,0-15
LN2157,Randy Hall,460847,15,0,Mid,0.9,Summersmouth,69,High Priority,0-15
LN2158,Paula Donovan,421821,30,0,Mid,0.8,Barryfort,58,Medium,16-30
LN2159,Reginald Mcclain,315276,0,0,Low,0.56,Ellisonville,50,Medium,0-15
LN2160,Ethan Young,492769,5,3,Mid,0.43,Olsonfort,14,Low Priority,0-15
LN2161,Kristin Farmer,135140,15,0,Low,0.79,North Jamie,56,Medium,0-15
LN2162,Bridget Brown,306100,0,1,Low,0.43,New Calvin,32,Low Priority,0-15
LN2163,Alexandra Wells,257268,0,0,Low,0.43,East Mary,44,Medium,0-15
LN2164,Stephen Pruitt,457043,30,0,Low,0.85,Cervantesview,52,Medium,16-30
LN2165,Kristin Guzman,85184,0,1,Mid,0.85,Lake Amberchester,60,High Priority,0-15
LN2166,Kristen Wheeler,254873,0,0,High,0.85,New Emily,80,High Priority,0-15
LN2167,Francisco Clark,456442,30,2,High,0.66,Drakemouth,35,Medium,16-30
LN2168,Frank Wilson,303539,15,2,Low,0.63,Davisburgh,24,Low Priority,0-15
LN2169,Theresa Warren,493006,0,0,Mid,1.0,East Jennifer,80,High Priority,0-15
LN2170,Diana Bray,168866,45,0,Mid,0.81,Castrofurt,52,Medium,31-45
LN2171,David Perry,401164,15,0,Low,0.36,Palmerfurt,34,Low Priority,0-15
LN2172,Kyle Espinoza,271063,90,2,Low,0.7,West Marymouth,0,Low Priority,45+
LN2173,Christopher Brown,232566,45,1,High,0.78,Houstonstad,47,Medium,31-45
LN2174,Barry Mitchell,323806,30,2,Mid,0.32,Johnsonport,10,Low Priority,16-30
LN2175,Virginia Oconnell,372513,5,1,Mid,1.0,Boylestad,66,High Priority,0-15
LN2176,Chloe Brooks,172948,90,0,High,0.37,Port Christine,20,Low Priority,45+
LN2177,Dakota Rodriguez,203683,90,2,Mid,0.72,New Anthony,6,Low Priority,45+
LN2178,Erin Patterson,398824,0,0,Low,0.36,Traciview,40,Medium,0-15
LN2179,Cindy Serrano,168178,30,0,Mid,0.42,New John,39,Medium,16-30
LN2180,Victoria Cook,434336,5,0,Mid,0.64,East Leslie,60,High Priority,0-15
LN2181,Kristin Wagner,316956,15,1,Low,0.79,Lake Robertton,44,Medium,0-15
LN2182,Alexander Hunt,39156,0,0,Low,0.31,Kaylaburgh,38,Medium,0-15
LN2183,Aaron Crawford,467421,0,0,High,0.36,New David,56,Medium,0-15
LN2184,Valerie Sandoval,222459,60,0,Mid,0.91,Ryanview,52,Medium,45+
LN2185,Stacey Campbell,440661,60,1,Low,0.39,North Stephanie,6,Low Priority,45+
LN2186,Craig Phillips,165338,5,2,Low,0.98,Brendabury,45,Medium,0-15
LN2187,Lee Bailey,55362,15,0,Mid,0.89,Gabrielville,68,High Priority,0-15
LN2188,Emily Dickerson,362424,60,0,Low,0.49,Rogershaven,22,Low Priority,45+
LN2189,Tracy Boone,123215,30,0,Low,0.57,Michaeltown,38,Medium,16-30
LN2190,Vicki Johnston,362016,30,0,High,0.8,Rachelshire,66,High Priority,16-30
LN2191,Stephen Cole,375113,5,3,Mid,0.61,Port Biancaview,22,Low Priority,0-15
LN2192,James Reed DDS,49661,30,1,Mid,0.3,Edwardsbury,21,Low Priority,16-30
LN2193,Xavier Long,419346,30,0,Mid,0.34,Evanberg,35,Medium,16-30
LN2194,Susan Gibson,334853,120,0,Low,0.78,Jacobview,13,Low Priority,45+
LN2195,Rachel Watkins,434021,45,0,Low,0.39,Paulbury,24,Low Priority,31-45
LN2196,Leonard Gentry,278121,0,0,Mid,0.45,Lake Nicholas,52,Medium,0-15
LN2197,Ryan Hayes,357164,15,0,Low,0.47,Pricemouth,40,Medium,0-15
LN2198,Derek Cummings,199845,45,1,Low,0.66,West Joshua,25,Low Priority,31-45
LN2199,John Parker,180020,5,3,High,0.86,Briggsmouth,43,Medium,0-15
LN2200,Mary Farley,371224,5,1,Low,0.49,Lake Ashley,32,Low Priority,0-15
LN2201,Heather Wallace,458744,45,2,High,0.55,Markmouth,24,Low Priority,31-45
LN2202,Dylan Brooks,451888,0,0,Mid,1.0,North Elizabethchester,80,High Priority,0-15
LN2203,Jonathan Scott,52332,5,0,Mid,0.84,Lake Ashleeland,70,High Priority,0-15
LN2204,Catherine Brown,95118,0,2,High,0.99,West Tiffany,64,High Priority,0-15
LN2205,Brian Hudson,345188,30,3,Low,0.76,Port Nicholeville,12,Low Priority,16-30
LN2206,Rebecca Murray,289579,15,0,Low,0.6,Karenmouth,46,Medium,0-15
LN2207,Eric Gross,381087,0,0,Low,0.71,West Stephanie,58,Medium,0-15
LN2208,Mr. Ronald Lee,383334,0,0,Mid,0.61,Allenside,60,High Priority,0-15
LN2209,Sara Tate,464958,0,0,Low,0.43,Lake Anna,44,Medium,0-15
LN2210,Christopher Munoz,468927,30,0,Mid,0.69,Sosahaven,52,Medium,16-30
LN2211,Shannon Williams PhD,463942,60,2,Mid,0.37,Lake Brenda,0,Low Priority,45+
LN2212,Elizabeth Owens,201413,45,1,Low,0.75,New Lukechester,30,Low Priority,31-45
LN2213,Vanessa Nguyen,433532,15,1,Low,0.86,Bennettborough,47,Medium,0-15
LN2214,Daniel Martin,439972,0,1,Low,0.6,Brownside,40,Medium,0-15
LN2215,Eric Butler,245758,0,0,Mid,1.0,East Jonathan,80,High Priority,0-15
LN2216,William Smith,124672,0,0,Mid,0.67,New Kathleentown,64,High Priority,0-15
LN2217,Holly Watson,300460,15,0,Mid,0.91,Port Christopherhaven,70,High Priority,0-15
LN2218,Brenda Walker,281420,30,1,Low,0.74,Port Elizabeth,35,Medium,16-30
LN2219,Corey Callahan,77241,0,0,Low,0.57,Adrianaburgh,50,Medium,0-15
LN2220,Jacob Gutierrez,499702,45,3,Mid,0.65,South John,8,Low Priority,31-45
LN2221,Joseph Lara,142002,30,0,Mid,0.54,Ochoaland,45,Medium,16-30
LN2222,Michael Brooks,67997,0,0,High,0.32,North Nicholaston,54,Medium,0-15
LN2223,Amy Webb,164825,0,0,Mid,0.54,New Austinchester,57,Medium,0-15
LN2224,Gabriela Benson,188001,0,1,Mid,0.75,West James,56,Medium,0-15
LN2225,Stacey Mercer,252034,15,0,Mid,0.83,North Vanessamouth,66,High Priority,0-15
LN2226,Laura Williams,487539,0,0,High,0.79,Frankburgh,78,High Priority,0-15
LN2227,Tanya Spears,381417,0,0,Mid,0.95,Mitchellshire,78,High Priority,0-15
LN2228,Edward Fitzgerald,427561,0,0,High,0.54,South Brianmouth,65,High Priority,0-15
LN2229,Nancy Nguyen,268815,5,0,Low,0.78,Nicholsonton,59,Medium,0-15
LN2230,Shawn Moore,23052,30,0,Low,0.54,Peterview,37,Medium,16-30
LN2231,James Green,302894,30,0,Mid,0.91,Millerfurt,64,High Priority,16-30
LN2232,Maurice Kim,385406,90,3,Mid,0.91,Carrborough,4,Low Priority,45+
